Threshold,TotalErr
1.5100000188515891e-08,0
1.5200000188293846e-08,0
1.5300000188071802e-08,0
1.5400000187849758e-08,0
1.5500000187627714e-08,0
1.560000018740567e-08,0
1.5700000187183626e-08,0
1.5800000186961581e-08,0
1.5900000186739537e-08,0
1.6000000186517493e-08,0
1.6100000186295449e-08,0
1.6200000186073405e-08,0
1.6300000185851361e-08,0
1.6400000185629316e-08,0
1.6500000185407272e-08,0
1.6600000185185228e-08,0
1.6700000184963184e-08,0
1.680000018474114e-08,0
1.6900000184519096e-08,0
1.7000000184297051e-08,0
1.7100000184075007e-08,0
1.7200000183852963e-08,0
1.7300000183630919e-08,0
1.7400000183408875e-08,0
1.7500000183186831e-08,0
1.7600000182964787e-08,0
1.7700000182742742e-08,0
1.7800000182520698e-08,0
1.7900000182298654e-08,0
1.800000018207661e-08,0
1.8100000181854566e-08,0
1.8200000181632522e-08,0
1.8300000181410477e-08,0
1.8400000181188433e-08,0
1.8500000180966389e-08,0
1.8600000180744345e-08,0
1.8700000180522301e-08,0
1.8800000180300257e-08,0
1.8900000180078212e-08,0
1.9000000179856168e-08,0
1.9100000179634124e-08,0
1.920000017941208e-08,0
1.9300000179190036e-08,0
1.9400000178967992e-08,0
1.9500000178745948e-08,0
1.9600000178523903e-08,0
1.9700000178301859e-08,0
1.9800000178079815e-08,0
1.9900000177857771e-08,0
2.0000000177635727e-08,0
2.0100000177413683e-08,0
2.0200000177191638e-08,0
2.0300000176969594e-08,0
2.040000017674755e-08,0
2.0500000176525506e-08,0
2.0600000176303462e-08,0
2.0700000176081418e-08,0
2.0800000175859373e-08,0
2.0900000175637329e-08,0
2.1000000175415285e-08,0
2.1100000175193241e-08,0
2.1200000174971197e-08,0
2.1300000174749153e-08,0
2.1400000174527108e-08,0
2.1500000174305064e-08,0
2.160000017408302e-08,0
2.1700000173860976e-08,0
2.1800000173638932e-08,0
2.1900000173416888e-08,0
2.2000000173194844e-08,0
2.2100000172972799e-08,0
2.2200000172750755e-08,0
2.2300000172528711e-08,0
2.2400000172306667e-08,0
2.2500000172084623e-08,0
2.2600000171862579e-08,0
2.2700000171640534e-08,0
2.280000017141849e-08,0
2.2900000171196446e-08,0
2.3000000170974402e-08,0
2.3100000170752358e-08,0
2.3200000170530314e-08,0
2.3300000170308269e-08,0
2.3400000170086225e-08,0
2.3500000169864181e-08,0
2.3600000169642137e-08,0
2.3700000169420093e-08,0
2.3800000169198049e-08,0
2.3900000168976004e-08,0
2.400000016875396e-08,0
2.4100000168531916e-08,0
2.4200000168309872e-08,0
2.4300000168087828e-08,0
2.4400000167865784e-08,0
2.450000016764374e-08,0
2.4600000167421695e-08,0
2.4700000167199651e-08,0
2.4800000166977607e-08,0
2.4900000166755563e-08,0
2.5000000166533519e-08,0
2.5100000166311475e-08,0
2.520000016608943e-08,0
2.5300000165867386e-08,0
2.5400000165645342e-08,0
2.5500000165423298e-08,0
2.5600000165201254e-08,0
2.570000016497921e-08,0
2.5800000164757165e-08,0
2.5900000164535121e-08,0
2.6000000164313077e-08,0
2.6100000164091033e-08,0
2.6200000163868989e-08,0
2.6300000163646945e-08,0
2.6400000163424901e-08,0
2.6500000163202856e-08,0
2.6600000162980812e-08,0
2.6700000162758768e-08,0
2.6800000162536724e-08,0
2.690000016231468e-08,0
2.7000000162092636e-08,0
2.7100000161870591e-08,0
2.7200000161648547e-08,0
2.7300000161426503e-08,0
2.7400000161204459e-08,0
2.7500000160982415e-08,0
2.7600000160760371e-08,0
2.7700000160538326e-08,0
2.7800000160316282e-08,0
2.7900000160094238e-08,0
2.8000000159872194e-08,0
2.810000015965015e-08,0
2.8200000159428106e-08,0
2.8300000159206061e-08,0
2.8400000158984017e-08,0
2.8500000158761973e-08,0
2.8600000158539929e-08,0
2.8700000158317885e-08,0
2.8800000158095841e-08,0
2.8900000157873797e-08,0
2.9000000157651752e-08,0
2.9100000157429708e-08,0
2.9200000157207664e-08,0
2.930000015698562e-08,0
2.9400000156763576e-08,0
2.9500000156541532e-08,0
2.9600000156319487e-08,0
2.9700000156097443e-08,0
2.9800000155875399e-08,0
2.9900000155653352e-08,0
3.0000000155431304e-08,0
3.0100000155209257e-08,0
3.0200000154987209e-08,0
3.0300000154765162e-08,0
3.0400000154543114e-08,0
3.0500000154321067e-08,0
3.0600000154099019e-08,0
3.0700000153876972e-08,0
3.0800000153654924e-08,0
3.0900000153432877e-08,0
3.1000000153210829e-08,0
3.1100000152988782e-08,0
3.1200000152766735e-08,0
3.1300000152544687e-08,0
3.140000015232264e-08,0
3.1500000152100592e-08,0
3.1600000151878545e-08,0
3.1700000151656497e-08,0
3.180000015143445e-08,0
3.1900000151212402e-08,0
3.2000000150990355e-08,0
3.2100000150768307e-08,0
3.220000015054626e-08,0
3.2300000150324212e-08,0
3.2400000150102165e-08,0
3.2500000149880117e-08,0
3.260000014965807e-08,0
3.2700000149436023e-08,0
3.2800000149213975e-08,0
3.2900000148991928e-08,0
3.300000014876988e-08,0
3.3100000148547833e-08,0
3.3200000148325785e-08,0
3.3300000148103738e-08,0
3.340000014788169e-08,0
3.3500000147659643e-08,0
3.3600000147437595e-08,0
3.3700000147215548e-08,0
3.38000001469935e-08,0
3.3900000146771453e-08,0
3.4000000146549405e-08,0
3.4100000146327358e-08,0
3.420000014610531e-08,0
3.4300000145883263e-08,0
3.4400000145661216e-08,0
3.4500000145439168e-08,0
3.4600000145217121e-08,0
3.4700000144995073e-08,0
3.4800000144773026e-08,0
3.4900000144550978e-08,0
3.5000000144328931e-08,0
3.5100000144106883e-08,0
3.5200000143884836e-08,0
3.5300000143662788e-08,0
3.5400000143440741e-08,0
3.5500000143218693e-08,0
3.5600000142996646e-08,0
3.5700000142774598e-08,0
3.5800000142552551e-08,0
3.5900000142330504e-08,0
3.6000000142108456e-08,0
3.6100000141886409e-08,0
3.6200000141664361e-08,0
3.6300000141442314e-08,0
3.6400000141220266e-08,0
3.6500000140998219e-08,0
3.6600000140776171e-08,0
3.6700000140554124e-08,0
3.6800000140332076e-08,0
3.6900000140110029e-08,0
3.7000000139887981e-08,0
3.7100000139665934e-08,0
3.7200000139443886e-08,0
3.7300000139221839e-08,0
3.7400000138999792e-08,0
3.7500000138777744e-08,0
3.7600000138555697e-08,0
3.7700000138333649e-08,0
3.7800000138111602e-08,0
3.7900000137889554e-08,0
3.8000000137667507e-08,0
3.8100000137445459e-08,0
3.8200000137223412e-08,0
3.8300000137001364e-08,0
3.8400000136779317e-08,0
3.8500000136557269e-08,0
3.8600000136335222e-08,0
3.8700000136113174e-08,0
3.8800000135891127e-08,0
3.8900000135669079e-08,0
3.9000000135447032e-08,0
3.9100000135224985e-08,0
3.9200000135002937e-08,0
3.930000013478089e-08,0
3.9400000134558842e-08,0
3.9500000134336795e-08,0
3.9600000134114747e-08,0
3.97000001338927e-08,0
3.9800000133670652e-08,0
3.9900000133448605e-08,0
4.0000000133226557e-08,0
4.010000013300451e-08,0
4.0200000132782462e-08,0
4.0300000132560415e-08,0
4.0400000132338367e-08,0
4.050000013211632e-08,0
4.0600000131894273e-08,0
4.0700000131672225e-08,0
4.0800000131450178e-08,0
4.090000013122813e-08,0
4.1000000131006083e-08,0
4.1100000130784035e-08,0
4.1200000130561988e-08,0
4.130000013033994e-08,0
4.1400000130117893e-08,0
4.1500000129895845e-08,0
4.1600000129673798e-08,0
4.170000012945175e-08,0
4.1800000129229703e-08,0
4.1900000129007655e-08,0
4.2000000128785608e-08,0
4.210000012856356e-08,0
4.2200000128341513e-08,0
4.2300000128119466e-08,0
4.2400000127897418e-08,0
4.2500000127675371e-08,0
4.2600000127453323e-08,0
4.2700000127231276e-08,0
4.2800000127009228e-08,0
4.2900000126787181e-08,0
4.3000000126565133e-08,0
4.3100000126343086e-08,0
4.3200000126121038e-08,0
4.3300000125898991e-08,0
4.3400000125676943e-08,0
4.3500000125454896e-08,0
4.3600000125232848e-08,0
4.3700000125010801e-08,0
4.3800000124788754e-08,0
4.3900000124566706e-08,0
4.4000000124344659e-08,0
4.4100000124122611e-08,0
4.4200000123900564e-08,0
4.4300000123678516e-08,0
4.4400000123456469e-08,0
4.4500000123234421e-08,0
4.4600000123012374e-08,0
4.4700000122790326e-08,0
4.4800000122568279e-08,0
4.4900000122346231e-08,0
4.5000000122124184e-08,0
4.5100000121902136e-08,0
4.5200000121680089e-08,0
4.5300000121458042e-08,0
4.5400000121235994e-08,0
4.5500000121013947e-08,0
4.5600000120791899e-08,0
4.5700000120569852e-08,0
4.5800000120347804e-08,0
4.5900000120125757e-08,0
4.6000000119903709e-08,0
4.6100000119681662e-08,0
4.6200000119459614e-08,0
4.6300000119237567e-08,0
4.6400000119015519e-08,0
4.6500000118793472e-08,0
4.6600000118571424e-08,0
4.6700000118349377e-08,0
4.6800000118127329e-08,0
4.6900000117905282e-08,0
4.7000000117683235e-08,0
4.7100000117461187e-08,0
4.720000011723914e-08,0
4.7300000117017092e-08,0
4.7400000116795045e-08,0
4.7500000116572997e-08,0
4.760000011635095e-08,0
4.7700000116128902e-08,0
4.7800000115906855e-08,0
4.7900000115684807e-08,0
4.800000011546276e-08,0
4.8100000115240712e-08,0
4.8200000115018665e-08,0
4.8300000114796617e-08,0
4.840000011457457e-08,0
4.8500000114352523e-08,0
4.8600000114130475e-08,0
4.8700000113908428e-08,0
4.880000011368638e-08,0
4.8900000113464333e-08,0
4.9000000113242285e-08,0
4.9100000113020238e-08,0
4.920000011279819e-08,0
4.9300000112576143e-08,0
4.9400000112354095e-08,0
4.9500000112132048e-08,0
4.960000011191e-08,0
4.9700000111687953e-08,0
4.9800000111465905e-08,0
4.9900000111243858e-08,0
5.0000000111021811e-08,0
5.0100000110799763e-08,0
5.0200000110577716e-08,0
5.0300000110355668e-08,0
5.0400000110133621e-08,0
5.0500000109911573e-08,0
5.0600000109689526e-08,0
5.0700000109467478e-08,0
5.0800000109245431e-08,0
5.0900000109023383e-08,0
5.1000000108801336e-08,0
5.1100000108579288e-08,0
5.1200000108357241e-08,0
5.1300000108135193e-08,0
5.1400000107913146e-08,0
5.1500000107691098e-08,0
5.1600000107469051e-08,0
5.1700000107247004e-08,0
5.1800000107024956e-08,0
5.1900000106802909e-08,0
5.2000000106580861e-08,0
5.2100000106358814e-08,0
5.2200000106136766e-08,0
5.2300000105914719e-08,0
5.2400000105692671e-08,0
5.2500000105470624e-08,0
5.2600000105248576e-08,0
5.2700000105026529e-08,0
5.2800000104804481e-08,0
5.2900000104582434e-08,0
5.3000000104360386e-08,0
5.3100000104138339e-08,0
5.3200000103916292e-08,0
5.3300000103694244e-08,0
5.3400000103472197e-08,0
5.3500000103250149e-08,0
5.3600000103028102e-08,0
5.3700000102806054e-08,0
5.3800000102584007e-08,0
5.3900000102361959e-08,0
5.4000000102139912e-08,0
5.4100000101917864e-08,0
5.4200000101695817e-08,0
5.4300000101473769e-08,0
5.4400000101251722e-08,0
5.4500000101029674e-08,0
5.4600000100807627e-08,0
5.470000010058558e-08,0
5.4800000100363532e-08,0
5.4900000100141485e-08,0
5.5000000099919437e-08,0
5.510000009969739e-08,0
5.5200000099475342e-08,0
5.5300000099253295e-08,0
5.5400000099031247e-08,0
5.55000000988092e-08,0
5.5600000098587152e-08,0
5.5700000098365105e-08,0
5.5800000098143057e-08,0
5.590000009792101e-08,0
5.6000000097698962e-08,0
5.6100000097476915e-08,0
5.6200000097254867e-08,0
5.630000009703282e-08,0
5.6400000096810773e-08,0
5.6500000096588725e-08,0
5.6600000096366678e-08,0
5.670000009614463e-08,0
5.6800000095922583e-08,0
5.6900000095700535e-08,0
5.7000000095478488e-08,0
5.710000009525644e-08,0
5.7200000095034393e-08,0
5.7300000094812345e-08,0
5.7400000094590298e-08,0
5.750000009436825e-08,0
5.7600000094146203e-08,0
5.7700000093924155e-08,0
5.7800000093702108e-08,0
5.7900000093480061e-08,0
5.8000000093258013e-08,0
5.8100000093035966e-08,0
5.8200000092813918e-08,0
5.8300000092591871e-08,0
5.8400000092369823e-08,0
5.8500000092147776e-08,0
5.8600000091925728e-08,0
5.8700000091703681e-08,0
5.8800000091481633e-08,0
5.8900000091259586e-08,0
5.9000000091037538e-08,0
5.9100000090815491e-08,0
5.9200000090593443e-08,0
5.9300000090371396e-08,0
5.9400000090149348e-08,0
5.9500000089927301e-08,0
5.9600000089705254e-08,0
5.9700000089483206e-08,0
5.9800000089261159e-08,0
5.9900000089039111e-08,0
6.0000000088817064e-08,0
6.0100000088595016e-08,0
6.0200000088372969e-08,0
6.0300000088150921e-08,0
6.0400000087928874e-08,0
6.0500000087706826e-08,0
6.0600000087484779e-08,0
6.0700000087262731e-08,0
6.0800000087040684e-08,0
6.0900000086818636e-08,0
6.1000000086596589e-08,0
6.1100000086374542e-08,0
6.1200000086152494e-08,0
6.1300000085930447e-08,0
6.1400000085708399e-08,0
6.1500000085486352e-08,0
6.1600000085264304e-08,0
6.1700000085042257e-08,0
6.1800000084820209e-08,0
6.1900000084598162e-08,0
6.2000000084376114e-08,0
6.2100000084154067e-08,0
6.2200000083932019e-08,0
6.2300000083709972e-08,0
6.2400000083487924e-08,0
6.2500000083265877e-08,0
6.260000008304383e-08,0
6.2700000082821782e-08,0
6.2800000082599735e-08,0
6.2900000082377687e-08,0
6.300000008215564e-08,0
6.3100000081933592e-08,0
6.3200000081711545e-08,0
6.3300000081489497e-08,0
6.340000008126745e-08,0
6.3500000081045402e-08,0
6.3600000080823355e-08,0
6.3700000080601307e-08,0
6.380000008037926e-08,0
6.3900000080157212e-08,0
6.4000000079935165e-08,0
6.4100000079713117e-08,0
6.420000007949107e-08,0
6.4300000079269023e-08,0
6.4400000079046975e-08,0
6.4500000078824928e-08,0
6.460000007860288e-08,0
6.4700000078380833e-08,0
6.4800000078158785e-08,0
6.4900000077936738e-08,0
6.500000007771469e-08,0
6.5100000077492643e-08,0
6.5200000077270595e-08,0
6.5300000077048548e-08,0
6.54000000768265e-08,0
6.5500000076604453e-08,0
6.5600000076382405e-08,0
6.5700000076160358e-08,0
6.5800000075938311e-08,0
6.5900000075716263e-08,0
6.6000000075494216e-08,0
6.6100000075272168e-08,0
6.6200000075050121e-08,0
6.6300000074828073e-08,0
6.6400000074606026e-08,0
6.6500000074383978e-08,0
6.6600000074161931e-08,0
6.6700000073939883e-08,0
6.6800000073717836e-08,0
6.6900000073495788e-08,0
6.7000000073273741e-08,0
6.7100000073051693e-08,0
6.7200000072829646e-08,0
6.7300000072607599e-08,0
6.7400000072385551e-08,0
6.7500000072163504e-08,0
6.7600000071941456e-08,0
6.7700000071719409e-08,0
6.7800000071497361e-08,0
6.7900000071275314e-08,0
6.8000000071053266e-08,0
6.8100000070831219e-08,0
6.8200000070609171e-08,0
6.8300000070387124e-08,0
6.8400000070165076e-08,0
6.8500000069943029e-08,0
6.8600000069720981e-08,0
6.8700000069498934e-08,0
6.8800000069276886e-08,0
6.8900000069054839e-08,0
6.9000000068832792e-08,0
6.9100000068610744e-08,0
6.9200000068388697e-08,0
6.9300000068166649e-08,0
6.9400000067944602e-08,0
6.9500000067722554e-08,0
6.9600000067500507e-08,0
6.9700000067278459e-08,0
6.9800000067056412e-08,0
6.9900000066834364e-08,0
7.0000000066612317e-08,0
7.0100000066390269e-08,0
7.0200000066168222e-08,0
7.0300000065946174e-08,0
7.0400000065724127e-08,0
7.050000006550208e-08,0
7.0600000065280032e-08,0
7.0700000065057985e-08,0
7.0800000064835937e-08,0
7.090000006461389e-08,0
7.1000000064391842e-08,0
7.1100000064169795e-08,0
7.1200000063947747e-08,0
7.13000000637257e-08,0
7.1400000063503652e-08,0
7.1500000063281605e-08,0
7.1600000063059557e-08,0
7.170000006283751e-08,0
7.1800000062615462e-08,0
7.1900000062393415e-08,0
7.2000000062171368e-08,0
7.210000006194932e-08,0
7.2200000061727273e-08,0
7.2300000061505225e-08,0
7.2400000061283178e-08,0
7.250000006106113e-08,0
7.2600000060839083e-08,0
7.2700000060617035e-08,0
7.2800000060394988e-08,0
7.290000006017294e-08,0
7.3000000059950893e-08,0
7.3100000059728845e-08,0
7.3200000059506798e-08,0
7.330000005928475e-08,0
7.3400000059062703e-08,0
7.3500000058840655e-08,0
7.3600000058618608e-08,0
7.3700000058396561e-08,0
7.3800000058174513e-08,0
7.3900000057952466e-08,0
7.4000000057730418e-08,0
7.4100000057508371e-08,0
7.4200000057286323e-08,0
7.4300000057064276e-08,0
7.4400000056842228e-08,0
7.4500000056620181e-08,0
7.4600000056398133e-08,0
7.4700000056176086e-08,0
7.4800000055954038e-08,0
7.4900000055731991e-08,0
7.5000000055509943e-08,0
7.5100000055287896e-08,0
7.5200000055065849e-08,0
7.5300000054843801e-08,0
7.5400000054621754e-08,0
7.5500000054399706e-08,0
7.5600000054177659e-08,0
7.5700000053955611e-08,0
7.5800000053733564e-08,0
7.5900000053511516e-08,0
7.6000000053289469e-08,0
7.6100000053067421e-08,0
7.6200000052845374e-08,0
7.6300000052623326e-08,0
7.6400000052401279e-08,0
7.6500000052179231e-08,0
7.6600000051957184e-08,0
7.6700000051735137e-08,0
7.6800000051513089e-08,0
7.6900000051291042e-08,0
7.7000000051068994e-08,0
7.7100000050846947e-08,0
7.7200000050624899e-08,0
7.7300000050402852e-08,0
7.7400000050180804e-08,0
7.7500000049958757e-08,0
7.7600000049736709e-08,0
7.7700000049514662e-08,0
7.7800000049292614e-08,0
7.7900000049070567e-08,0
7.8000000048848519e-08,0
7.8100000048626472e-08,0
7.8200000048404424e-08,0
7.8300000048182377e-08,0
7.840000004796033e-08,0
7.8500000047738282e-08,0
7.8600000047516235e-08,0
7.8700000047294187e-08,0
7.880000004707214e-08,0
7.8900000046850092e-08,0
7.9000000046628045e-08,0
7.9100000046405997e-08,0
7.920000004618395e-08,0
7.9300000045961902e-08,0
7.9400000045739855e-08,0
7.9500000045517807e-08,0
7.960000004529576e-08,0
7.9700000045073712e-08,0
7.9800000044851665e-08,0
7.9900000044629618e-08,0
8.000000004440757e-08,0
8.0100000044185523e-08,0
8.0200000043963475e-08,0
8.0300000043741428e-08,0
8.040000004351938e-08,0
8.0500000043297333e-08,0
8.0600000043075285e-08,0
8.0700000042853238e-08,0
8.080000004263119e-08,0
8.0900000042409143e-08,0
8.1000000042187095e-08,0
8.1100000041965048e-08,0
8.1200000041743e-08,0
8.1300000041520953e-08,0
8.1400000041298905e-08,0
8.1500000041076858e-08,0
8.1600000040854811e-08,0
8.1700000040632763e-08,0
8.1800000040410716e-08,0
8.1900000040188668e-08,0
8.2000000039966621e-08,0
8.2100000039744573e-08,0
8.2200000039522526e-08,0
8.2300000039300478e-08,0
8.2400000039078431e-08,0
8.2500000038856383e-08,0
8.2600000038634336e-08,0
8.2700000038412288e-08,0
8.2800000038190241e-08,0
8.2900000037968193e-08,0
8.3000000037746146e-08,0
8.3100000037524099e-08,0
8.3200000037302051e-08,0
8.3300000037080004e-08,0
8.3400000036857956e-08,0
8.3500000036635909e-08,0
8.3600000036413861e-08,0
8.3700000036191814e-08,0
8.3800000035969766e-08,0
8.3900000035747719e-08,0
8.4000000035525671e-08,0
8.4100000035303624e-08,0
8.4200000035081576e-08,0
8.4300000034859529e-08,0
8.4400000034637481e-08,0
8.4500000034415434e-08,0
8.4600000034193387e-08,0
8.4700000033971339e-08,0
8.4800000033749292e-08,0
8.4900000033527244e-08,0
8.5000000033305197e-08,0
8.5100000033083149e-08,0
8.5200000032861102e-08,0
8.5300000032639054e-08,0
8.5400000032417007e-08,0
8.5500000032194959e-08,0
8.5600000031972912e-08,0
8.5700000031750864e-08,0
8.5800000031528817e-08,0
8.5900000031306769e-08,0
8.6000000031084722e-08,0
8.6100000030862674e-08,0
8.6200000030640627e-08,0
8.630000003041858e-08,0
8.6400000030196532e-08,0
8.6500000029974485e-08,0
8.6600000029752437e-08,0
8.670000002953039e-08,0
8.6800000029308342e-08,0
8.6900000029086295e-08,0
8.7000000028864247e-08,0
8.71000000286422e-08,0
8.7200000028420152e-08,0
8.7300000028198105e-08,0
8.7400000027976057e-08,0
8.750000002775401e-08,0
8.7600000027531962e-08,0
8.7700000027309915e-08,0
8.7800000027087868e-08,0
8.790000002686582e-08,0
8.8000000026643773e-08,0
8.8100000026421725e-08,0
8.8200000026199678e-08,0
8.830000002597763e-08,0
8.8400000025755583e-08,0
8.8500000025533535e-08,0
8.8600000025311488e-08,0
8.870000002508944e-08,0
8.8800000024867393e-08,0
8.8900000024645345e-08,0
8.9000000024423298e-08,0
8.910000002420125e-08,0
8.9200000023979203e-08,0
8.9300000023757156e-08,0
8.9400000023535108e-08,0
8.9500000023313061e-08,0
8.9600000023091013e-08,0
8.9700000022868966e-08,0
8.9800000022646918e-08,0
8.9900000022424871e-08,0
9.0000000022202823e-08,0
9.0100000021980776e-08,0
9.0200000021758728e-08,0
9.0300000021536681e-08,0
9.0400000021314633e-08,0
9.0500000021092586e-08,0
9.0600000020870538e-08,0
9.0700000020648491e-08,0
9.0800000020426443e-08,0
9.0900000020204396e-08,0
9.1000000019982349e-08,0
9.1100000019760301e-08,0
9.1200000019538254e-08,0
9.1300000019316206e-08,0
9.1400000019094159e-08,0
9.1500000018872111e-08,0
9.1600000018650064e-08,0
9.1700000018428016e-08,0
9.1800000018205969e-08,0
9.1900000017983921e-08,0
9.2000000017761874e-08,0
9.2100000017539826e-08,0
9.2200000017317779e-08,0
9.2300000017095731e-08,0
9.2400000016873684e-08,0
9.2500000016651637e-08,0
9.2600000016429589e-08,0
9.2700000016207542e-08,0
9.2800000015985494e-08,0
9.2900000015763447e-08,0
9.3000000015541399e-08,0
9.3100000015319352e-08,0
9.3200000015097304e-08,0
9.3300000014875257e-08,0
9.3400000014653209e-08,0
9.3500000014431162e-08,0
9.3600000014209114e-08,0
9.3700000013987067e-08,0
9.3800000013765019e-08,0
9.3900000013542972e-08,0
9.4000000013320925e-08,0
9.4100000013098877e-08,0
9.420000001287683e-08,0
9.4300000012654782e-08,0
9.4400000012432735e-08,0
9.4500000012210687e-08,0
9.460000001198864e-08,0
9.4700000011766592e-08,0
9.4800000011544545e-08,0
9.4900000011322497e-08,0
9.500000001110045e-08,0
9.5100000010878402e-08,0
9.5200000010656355e-08,0
9.5300000010434307e-08,0
9.540000001021226e-08,0
9.5500000009990212e-08,0
9.5600000009768165e-08,0
9.5700000009546118e-08,0
9.580000000932407e-08,0
9.5900000009102023e-08,0
9.6000000008879975e-08,0
9.6100000008657928e-08,0
9.620000000843588e-08,0
9.6300000008213833e-08,0
9.6400000007991785e-08,0
9.6500000007769738e-08,0
9.660000000754769e-08,0
9.6700000007325643e-08,0
9.6800000007103595e-08,0
9.6900000006881548e-08,0
9.70000000066595e-08,0
9.7100000006437453e-08,0
9.7200000006215406e-08,0
9.7300000005993358e-08,0
9.7400000005771311e-08,0
9.7500000005549263e-08,0
9.7600000005327216e-08,0
9.7700000005105168e-08,0
9.7800000004883121e-08,0
9.7900000004661073e-08,0
9.8000000004439026e-08,0
9.8100000004216978e-08,0
9.8200000003994931e-08,0
9.8300000003772883e-08,0
9.8400000003550836e-08,0
9.8500000003328788e-08,0
9.8600000003106741e-08,0
9.8700000002884694e-08,0
9.8800000002662646e-08,0
9.8900000002440599e-08,0
9.9000000002218551e-08,0
9.9100000001996504e-08,0
9.9200000001774456e-08,0
9.9300000001552409e-08,0
9.9400000001330361e-08,0
9.9500000001108314e-08,0
9.9600000000886266e-08,0
9.9700000000664219e-08,0
9.9800000000442171e-08,0
9.9900000000220124e-08,0
